source,target,weight,l1_strength,sum_signed
Triggering downstream jobs,###### random boundary #####,-0.0014454560054457423,0.0014454560054457423,-0.0014454560054457423
Triggering webhook,###### random boundary #####,0.0017525272536405056,0.0017525272536405056,0.0008589100909979163
Uploading crash reports,###### random boundary #####,0.0010860316888188846,0.0010860316888188846,0.0010860316888188846
Uploading logs to S3,###### random boundary #####,0.004691010248059235,0.004691010248059235,0.004691010248059235
Uploading sourcemaps,###### random boundary #####,0.0006148002485146975,0.0006148002485146975,0.0006148002485146975
Validating Kubernetes manifests,###### random boundary #####,-0.0014479468079055214,0.0014479468079055214,-0.00045509938621849397
Validating deployment,###### random boundary #####,-0.000658649886301576,0.000658649886301576,-0.000658649886301576
Verifying dependency integrity,###### random boundary #####,-0.0012043293809042698,0.0012043293809042698,-0.0012043293809042698
Verifying digital signatures,###### random boundary #####,0.001053608798192941,0.001053608798192941,0.0003556891002747687
Verifying git tag signature,###### random boundary #####,-0.0009395283116553595,0.0009395283116553595,-0.0009395283116553595
Verifying service health checks,###### random boundary #####,-0.0008869239446784936,0.0008869239446784936,-6.538711658587157e-05
WARN retrying connection to mirror (attempt 3/5),###### random boundary #####,0.0014416791445747519,0.0014416791445747519,0.0014416791445747519
^[[0;31mANSI color spill^[[0m,###### random boundary #####,0.00010109200325630517,0.00010109200325630517,0.00010109200325630517
dmesg: CPU soft lockup detected on core 3,###### random boundary #####,0.0015628171020432545,0.0015628171020432545,0.0015628171020432545
gc: collecting generation 2 ... done,###### random boundary #####,-0.006458078068835955,0.006458078068835955,-0.006458078068835955
java.lang.NullPointerException at com.example.Main:142,###### random boundary #####,-0.006162750274844411,0.006162750274844411,-0.006162750274844411
Analyzing historical trends,Analyzing static code,0.004612826904603463,0.004612826904603463,0.004612826904603463
Archiving build artifacts,Analyzing static code,-0.0008434699705895151,0.0008434699705895151,-0.0008434699705895151
Checking disk space,Analyzing static code,0.001636541439263466,0.001636541439263466,0.001636541439263466
Compiling TypeScript files,Analyzing static code,0.002470239457978345,0.002470239457978345,0.002470239457978345
Creating release notes,Analyzing static code,0.004348263115246538,0.004348263115246538,0.004348263115246538
Logging health status,Analyzing static code,0.00013762639768679445,0.00013762639768679445,0.00013762639768679445
###### random boundary #####,Backing up database,-0.0011223490323306086,0.0011223490323306086,-0.00043796223162620933
Analyzing CPU usage,Backing up database,-0.04620146119161569,0.04620146119161569,-0.033058340309477234
Analyzing historical trends,Backing up database,0.08204698757786742,0.08204698757786742,0.02221208007313408
Analyzing static code,Backing up database,0.030186725766460396,0.030186725766460396,0.030186725766460396
Archiving build artifacts,Backing up database,-0.0844283746087478,0.0844283746087478,-0.08213082536422851
Building CXX object,Backing up database,0.013099178753309048,0.013099178753309048,0.013099178753309048
Building Java classes,Backing up database,0.02249916824284336,0.02249916824284336,0.02249916824284336
Checking available memory,Backing up database,0.0017539426039103665,0.0017539426039103665,0.0017539426039103665
Checking code style,Backing up database,-0.06038742100963754,0.06038742100963754,-0.06038742100963754
Checking database connectivity,Backing up database,0.00415033003462982,0.00415033003462982,0.00415033003462982
Checking disk space,Backing up database,0.03838680615341518,0.03838680615341518,0.03838680615341518
Checking out branch,Backing up database,-0.05104386781113362,0.05104386781113362,-0.02540812027110726
Cleaning Docker cache,Backing up database,0.006161843023828866,0.006161843023828866,0.006161843023828866
Cloning repository,Backing up database,0.019089097833485873,0.019089097833485873,0.019089097833485873
Compiling TypeScript files,Backing up database,-0.05463099303259717,0.05463099303259717,-6.0823831773304526e-05
Compressing log files,Backing up database,0.014697133818317169,0.014697133818317169,0.013275903209015269
Configuring build environment,Backing up database,-0.036854870291800526,0.036854870291800526,-0.012433411862735874
Converting markdown to HTML,Backing up database,0.007254130409832168,0.007254130409832168,0.00585227403750447
Creating Jira ticket,Backing up database,0.025562976007672055,0.025562976007672055,0.025562976007672055
Creating git tag,Backing up database,0.035723459315535805,0.035723459315535805,0.035723459315535805
Creating new pipeline configuration,Backing up database,-0.07431105532439695,0.07431105532439695,-0.06863758131157012
Creating release notes,Backing up database,0.009254233748145746,0.009254233748145746,0.009254233748145746
Creating version header,Backing up database,0.04651214187828978,0.04651214187828978,0.009272635029644535
Decrypting configuration files,Backing up database,0.009587546013619231,0.009587546013619231,0.009587546013619231
Dependency chain resolved,Backing up database,-0.038347758025226955,0.038347758025226955,-0.017265401605691618
Deploying Helm charts,Backing up database,0.013012803278957938,0.013012803278957938,0.013012803278957938
Deploying to production,Backing up database,0.008968582622114411,0.008968582622114411,0.008968582622114411
Deploying to staging environment,Backing up database,0.05090888201283471,0.05090888201283471,1.926268379661214e-05
Deprecated function used,Backing up database,0.018021351514734163,0.018021351514734163,0.018021351514734163
Encrypting artifacts,Backing up database,0.028458743327940406,0.028458743327940406,0.028458743327940406
Entering compilation loop,Backing up database,0.00911505369381023,0.00911505369381023,0.00911505369381023
Finalizing CI job,Backing up database,-0.0013631331106865512,0.0013631331106865512,-0.0013631331106865512
Formatting source code,Backing up database,0.0016961704996031896,0.0016961704996031896,0.0016961704996031896
Generating code coverage report,Backing up database,0.004045235993198196,0.004045235993198196,0.0007408113769390079
Generating documentation with Doxygen,Backing up database,0.06461786956884262,0.06461786956884262,0.05745319025319637
Installing dependencies,Backing up database,0.0008591127640706422,0.0008591127640706422,0.0008591127640706422
Linker returned non-zero exit code,Backing up database,-0.02025399012666262,0.02025399012666262,-0.02025399012666262
Linking CXX executable,Backing up database,0.02078757107541012,0.02078757107541012,0.0198972314403272
Linking shared libraries,Backing up database,-0.0011798554006255295,0.0011798554006255295,-0.0009340157610739244
Logging build statistics,Backing up database,0.0022908852294368574,0.0022908852294368574,0.0022908852294368574
Logging health status,Backing up database,0.08483690008203738,0.08483690008203738,0.08383144443986242
Measuring memory usage,Backing up database,0.0062353324372086795,0.0062353324372086795,0.0062353324372086795
Merging pull request,Backing up database,-0.000791405921150768,0.000791405921150768,-0.000791405921150768
Migrating database schema,Backing up database,-0.0013066094862037862,0.0013066094862037862,-0.0013066094862037862
Monitoring build agents,Backing up database,0.022830017619660085,0.022830017619660085,0.022830017619660085
Notifying release manager,Backing up database,-0.0014649454803716928,0.0014649454803716928,-0.0014649454803716928
Optimizing assets,Backing up database,-0.002195793722046911,0.002195793722046911,-0.002195793722046911
Out of memory during linking stage,Backing up database,0.0022703141906405713,0.0022703141906405713,0.0010434405849821444
Publishing artifacts to repository,Backing up database,0.0005925194317919383,0.0005925194317919383,0.0005925194317919383
Publishing site,Backing up database,-0.0007244059452468047,0.0007244059452468047,-0.0007244059452468047
Pulling Docker base image,Backing up database,-9.093720002329748e-06,9.093720002329748e-06,-9.093720002329748e-06
Pushing Docker image,Backing up database,0.002059035491418614,0.002059035491418614,0.002059035491418614
Pushing changes to remote,Backing up database,-0.007156523383519048,0.007156523383519048,-0.007156523383519048
Rebalancing workloads,Backing up database,-0.0014572250211024298,0.0014572250211024298,-0.0014572250211024298
Rebuilding failed jobs,Backing up database,-0.0002702821975466665,0.0002702821975466665,-0.0002702821975466665
Reporting test results,Backing up database,0.0038603559292645804,0.0038603559292645804,6.734361689578671e-06
Restarting database service,Backing up database,0.008906673658248501,0.008906673658248501,0.007521578855669037
Restarting failed containers,Backing up database,-0.0022106614344515035,0.0022106614344515035,-0.0022106614344515035
Restoring database,Backing up database,0.00030656155127085786,0.00030656155127085786,0.00030656155127085786
Reviewing dependencies,Backing up database,-0.0018286147425574442,0.0018286147425574442,-0.0018286147425574442
Running integration tests,Backing up database,0.016375753484780067,0.016375753484780067,0.016375753484780067
Running linter checks,Backing up database,0.005211423856826767,0.005211423856826767,0.005211423856826767
Running performance tests,Backing up database,0.0012012644979316495,0.0012012644979316495,0.0012012644979316495
Running regression tests,Backing up database,-0.0032554693518028217,0.0032554693518028217,-0.0032554693518028217
Running security scan,Backing up database,0.00253863771136598,0.00253863771136598,0.00253863771136598
Running smoke tests,Backing up database,-0.007382096984342472,0.007382096984342472,-0.006879671534587627
Scanning for secrets in code,Backing up database,-0.004343682895259557,0.004343682895259557,-0.00020199452175841072
Seeding database,Backing up database,0.0037411211970222466,0.0037411211970222466,0.0015151179698916796
Sending Slack notification,Backing up database,-0.002586305938888021,0.002586305938888021,-0.0018209910644730119
Signing release packages,Backing up database,-0.034719714655730136,0.034719714655730136,-0.033951378470905416
Starting CI job,Backing up database,0.001839522715714614,0.001839522715714614,0.0006976144460091883
Syncing mirrors,Backing up database,0.00040752340842587734,0.00040752340842587734,0.00040752340842587734
Syncing with GitHub,Backing up database,0.009112200969754205,0.009112200969754205,0.008032845930990604
Tagging Docker image,Backing up database,0.0012447875738789828,0.0012447875738789828,0.0012447875738789828
Tracking build metrics,Backing up database,0.0007724883323036339,0.0007724883323036339,0.0007724883323036339
Triggering downstream jobs,Backing up database,0.0029799565294881918,0.0029799565294881918,0.0029799565294881918
Triggering webhook,Backing up database,-0.003988979411263627,0.003988979411263627,-0.003988979411263627
Uploading crash reports,Backing up database,0.004256477912413823,0.004256477912413823,0.0015181567711583426
Uploading logs to S3,Backing up database,0.001797942119466365,0.001797942119466365,0.001797942119466365
Validating Kubernetes manifests,Backing up database,-0.006320326893032571,0.006320326893032571,-0.006320326893032571
Validating deployment,Backing up database,0.0020223280382999365,0.0020223280382999365,0.0002211140559158424
Verifying checksums,Backing up database,-0.0019521494279628809,0.0019521494279628809,-0.0010195557331707866
Verifying dependency integrity,Backing up database,-0.0011021601027443961,0.0011021601027443961,-0.0011021601027443961
Verifying digital signatures,Backing up database,-0.002144271642951879,0.002144271642951879,-0.002144271642951879
Verifying git tag signature,Backing up database,0.0013462558412655065,0.0013462558412655065,0.0013462558412655065
Verifying service health checks,Backing up database,0.004856300410120878,0.004856300410120878,0.004856300410120878
WARN retrying connection to mirror (attempt 3/5),Backing up database,-0.0014969396328582676,0.0014969396328582676,-0.0014969396328582676
dmesg: CPU soft lockup detected on core 3,Backing up database,0.0035279728423845275,0.0035279728423845275,0.0031760704424341297
gc: collecting generation 2 ... done,Backing up database,0.001115169030180256,0.001115169030180256,0.001115169030180256
java.lang.NullPointerException at com.example.Main:142,Backing up database,0.006400676381569669,0.006400676381569669,0.006400676381569669
###### random boundary #####,Building CXX object,0.0037923632826541947,0.0037923632826541947,0.0037923632826541947
Analyzing CPU usage,Building CXX object,-0.01860228766083293,0.01860228766083293,-0.013208468182673846
Analyzing historical trends,Building CXX object,-0.07905714818867524,0.07905714818867524,-0.07835687081979706
Analyzing static code,Building CXX object,0.012827831624625412,0.012827831624625412,0.012827831624625412
Archiving build artifacts,Building CXX object,-0.23295699987954535,0.23295699987954535,-0.23226438714981604
Backing up database,Building CXX object,0.23051043211814487,0.23051043211814487,0.23051043211814487
Building Java classes,Building CXX object,0.003928813556753391,0.003928813556753391,0.003928813556753391
Checking available memory,Building CXX object,-0.0018590292524987648,0.0018590292524987648,-4.7827120002558415e-05
Checking code style,Building CXX object,-0.024395886881911327,0.024395886881911327,-0.024395886881911327
Checking database connectivity,Building CXX object,-0.00387331327528093,0.00387331327528093,-0.0010268067120709494
Checking disk space,Building CXX object,0.01911369808443383,0.01911369808443383,0.01911369808443383
Checking out branch,Building CXX object,0.290820736151555,0.290820736151555,0.290820736151555
Cleaning Docker cache,Building CXX object,-0.008670086290396612,0.008670086290396612,-0.002568568908706605
Cloning repository,Building CXX object,0.008766075579700664,0.008766075579700664,0.008766075579700664
Compiling TypeScript files,Building CXX object,0.022612512491928142,0.022612512491928142,0.0014792774882516312
Compressing log files,Building CXX object,0.0017199677633773164,0.0017199677633773164,0.0017199677633773164
Configuring build environment,Building CXX object,-0.014020627031028535,0.014020627031028535,-0.006677252851526951
Converting markdown to HTML,Building CXX object,0.0001133260848783534,0.0001133260848783534,0.0001133260848783534
Creating Jira ticket,Building CXX object,0.0039361994826561525,0.0039361994826561525,0.0039361994826561525
Creating git tag,Building CXX object,0.012779230566367728,0.012779230566367728,0.012779230566367728
Creating new pipeline configuration,Building CXX object,-0.026388267255811747,0.026388267255811747,-0.026388267255811747
Creating release notes,Building CXX object,0.007059049969796406,0.007059049969796406,0.007059049969796406
Creating version header,Building CXX object,0.017327117830529974,0.017327117830529974,0.006106913855905204
Decrypting configuration files,Building CXX object,0.002985437868889545,0.002985437868889545,0.002985437868889545
Dependency chain resolved,Building CXX object,-0.0119233306598732,0.0119233306598732,-0.011207933398792742
Deploying Helm charts,Building CXX object,0.007826687404753448,0.007826687404753448,0.007826687404753448
Deploying to production,Building CXX object,0.0047394635803538,0.0047394635803538,0.0047394635803538
Deploying to staging environment,Building CXX object,0.02404761660606191,0.02404761660606191,0.003951807148261308
Deprecated function used,Building CXX object,0.014421164023367473,0.014421164023367473,0.013444932141930937
Encrypting artifacts,Building CXX object,0.015438917886850125,0.015438917886850125,0.015438917886850125
Entering compilation loop,Building CXX object,0.0011801021611345958,0.0011801021611345958,0.0011801021611345958
Formatting source code,Building CXX object,-5.344879881065571e-05,5.344879881065571e-05,-1.0041769604700078e-05
Generating code coverage report,Building CXX object,-0.0002678091668243469,0.0002678091668243469,-0.0002678091668243469
Generating documentation with Doxygen,Building CXX object,0.0460465854975209,0.0460465854975209,0.02713422061003104
Generating system diagnostics,Building CXX object,-0.0014172538176957436,0.0014172538176957436,-0.0014172538176957436
Installing dependencies,Building CXX object,0.2157562414421397,0.2157562414421397,0.21486978883133803
Linker returned non-zero exit code,Building CXX object,0.3574534555634437,0.3574534555634437,0.3574534555634437
Linking CXX executable,Building CXX object,0.018121936261848225,0.018121936261848225,0.016088912647271535
Linking shared libraries,Building CXX object,-0.000649822985010716,0.000649822985010716,-0.000649822985010716
Logging build statistics,Building CXX object,0.00259885382154752,0.00259885382154752,0.0005930000103265766
Logging health status,Building CXX object,0.03757847264091349,0.03757847264091349,0.03546830279406005
Measuring memory usage,Building CXX object,0.00033243907843278595,0.00033243907843278595,0.00033243907843278595
Merging pull request,Building CXX object,-0.003955320021371651,0.003955320021371651,-0.003955320021371651
Migrating database schema,Building CXX object,0.04213503782223333,0.04213503782223333,0.03830819730200668
Monitoring build agents,Building CXX object,0.005943983606373616,0.005943983606373616,0.005943983606373616
Notifying release manager,Building CXX object,-0.0009116112216150968,0.0009116112216150968,-0.0009116112216150968
Optimizing assets,Building CXX object,-0.00043201436711839676,0.00043201436711839676,-0.00043201436711839676
Out of memory during linking stage,Building CXX object,-0.0006755083601759504,0.0006755083601759504,-0.0006755083601759504
Patching vulnerabilities,Building CXX object,1.54666499293828e-05,1.54666499293828e-05,1.54666499293828e-05
Publishing artifacts to repository,Building CXX object,-0.0010520412363358856,0.0010520412363358856,-0.0010520412363358856
Publishing site,Building CXX object,-0.002325836238399594,0.002325836238399594,-0.002325836238399594
Pulling Docker base image,Building CXX object,-0.008350709907038767,0.008350709907038767,-0.008350709907038767
Pushing changes to remote,Building CXX object,-0.00799511840728991,0.00799511840728991,-0.00799511840728991
Rebalancing workloads,Building CXX object,-0.0007239023035729257,0.0007239023035729257,-0.0007239023035729257
Rebasing branch,Building CXX object,-0.0017312823116155936,0.0017312823116155936,-0.0017312823116155936
Rebooting build server,Building CXX object,0.00040353314407309723,0.00040353314407309723,0.00040353314407309723
Rebuilding failed jobs,Building CXX object,-0.0002456631720988507,0.0002456631720988507,-0.0002456631720988507
Reporting test results,Building CXX object,1.5311640198287774e-06,1.5311640198287774e-06,1.5311640198287774e-06
Restarting database service,Building CXX object,-0.0011640095905922822,0.0011640095905922822,-0.0011640095905922822
Restarting failed containers,Building CXX object,-0.004918122227372866,0.004918122227372866,-0.004918122227372866
Restoring database,Building CXX object,-0.006545849461182829,0.006545849461182829,-0.006545849461182829
Reviewing dependencies,Building CXX object,-0.000508264813012053,0.000508264813012053,-0.000508264813012053
Running integration tests,Building CXX object,0.00014154754419741722,0.00014154754419741722,0.00014154754419741722
Running linter checks,Building CXX object,3.802788714892045e-05,3.802788714892045e-05,3.802788714892045e-05
Running performance tests,Building CXX object,-0.0036608078826519505,0.0036608078826519505,-0.0020060684795487308
Running regression tests,Building CXX object,-0.0028199000904033694,0.0028199000904033694,-0.002562550728978772
Running security scan,Building CXX object,-0.0010178555787308948,0.0010178555787308948,-0.0010178555787308948
Running smoke tests,Building CXX object,0.00930002591665963,0.00930002591665963,0.00930002591665963
Running unit tests,Building CXX object,0.0337793579703089,0.0337793579703089,0.0337793579703089
Scanning for secrets in code,Building CXX object,-0.009763883688542445,0.009763883688542445,-0.009763883688542445
Seeding database,Building CXX object,0.0010545491004708247,0.0010545491004708247,0.0010545491004708247
Sending Slack notification,Building CXX object,-0.0019145097721533625,0.0019145097721533625,-0.001726613035601164
Signing release packages,Building CXX object,-0.018366243302669713,0.018366243302669713,-0.01647664663373604
Starting CI job,Building CXX object,0.003057547858884956,0.003057547858884956,0.003057547858884956
Syncing mirrors,Building CXX object,0.005415889931919886,0.005415889931919886,0.0038721085077452052
Syncing with GitHub,Building CXX object,0.015414530523388674,0.015414530523388674,0.007266770214503905
"TRACE socket recv timeout, backing off 200ms",Building CXX object,0.0033376035890417695,0.0033376035890417695,0.0033376035890417695
Tagging Docker image,Building CXX object,-0.003056400189316982,0.003056400189316982,-0.003056400189316982
Tracking build metrics,Building CXX object,0.0017526332719199277,0.0017526332719199277,0.00014736519515729223
Triggering downstream jobs,Building CXX object,0.0027035160835970217,0.0027035160835970217,0.0019595508147550816
Triggering webhook,Building CXX object,-0.00164331193179533,0.00164331193179533,-0.0005091054838097231
Uploading crash reports,Building CXX object,0.0036344283265779716,0.0036344283265779716,0.0036344283265779716
Uploading logs to S3,Building CXX object,0.003772641982073151,0.003772641982073151,0.0010784134596776142
Uploading sourcemaps,Building CXX object,-0.003964135978196866,0.003964135978196866,-0.003964135978196866
Validating Kubernetes manifests,Building CXX object,0.004450299204952232,0.004450299204952232,0.003610513128781127
Validating deployment,Building CXX object,0.0023000100595978426,0.0023000100595978426,0.00144942558625104
Verifying checksums,Building CXX object,0.0021033755816381536,0.0021033755816381536,0.0007467647794849959
Verifying dependency integrity,Building CXX object,-0.00618180603217048,0.00618180603217048,-0.0017806456939761205
Verifying digital signatures,Building CXX object,0.0016814854736852767,0.0016814854736852767,0.0016814854736852767
Verifying git tag signature,Building CXX object,0.0002877972808258898,0.0002877972808258898,0.0002877972808258898
Verifying service health checks,Building CXX object,6.523256744360308e-05,6.523256744360308e-05,6.523256744360308e-05
WARN retrying connection to mirror (attempt 3/5),Building CXX object,0.003822041307058483,0.003822041307058483,0.0033877140121468296
^[[0;31mANSI color spill^[[0m,Building CXX object,-0.006500968885388586,0.006500968885388586,-0.006500968885388586
dmesg: CPU soft lockup detected on core 3,Building CXX object,-0.006349155443999761,0.006349155443999761,-0.002867148250911283
gc: collecting generation 2 ... done,Building CXX object,-0.0031254836223056654,0.0031254836223056654,-0.0031254836223056654
java.lang.NullPointerException at com.example.Main:142,Building CXX object,0.0017760766637345989,0.0017760766637345989,0.0017760766637345989
###### random boundary #####,Building Java classes,-0.002097012641454547,0.002097012641454547,-0.00039720691679531316
Analyzing CPU usage,Building Java classes,-0.0025008142902929044,0.0025008142902929044,-0.0025008142902929044
Analyzing historical trends,Building Java classes,0.5485008106473013,0.5485008106473013,0.29798882912682656
Analyzing static code,Building Java classes,0.004757811815529758,0.004757811815529758,0.004019967445130006
Archiving build artifacts,Building Java classes,-0.21071158018698274,0.21071158018698274,-0.20965575742918333
Backing up database,Building Java classes,-0.16729145716195115,0.16729145716195115,-0.16729145716195115
Building CXX object,Building Java classes,-0.00046627028051689093,0.00046627028051689093,-0.00046627028051689093
Checking available memory,Building Java classes,0.000756946224857917,0.000756946224857917,0.0006226958951088955
Checking code style,Building Java classes,-0.003395322093053414,0.003395322093053414,-0.0023251281056567456
Checking database connectivity,Building Java classes,0.0015700324806669176,0.0015700324806669176,0.0015700324806669176
Checking disk space,Building Java classes,0.003343408606067318,0.003343408606067318,0.003343408606067318
Checking out branch,Building Java classes,-0.03433119748007586,0.03433119748007586,-0.03275697526037945
Cleaning Docker cache,Building Java classes,-0.0387292688662341,0.0387292688662341,-0.0387292688662341
Cloning repository,Building Java classes,0.0011234314696353931,0.0011234314696353931,0.0011234314696353931
Compiling TypeScript files,Building Java classes,0.005630414380883875,0.005630414380883875,0.0018906284734274497
Compressing log files,Building Java classes,0.0016706802145370037,0.0016706802145370037,0.0016706802145370037
Configuring build environment,Building Java classes,-0.0039233229796399776,0.0039233229796399776,-0.0038548363608660423
Converting markdown to HTML,Building Java classes,-0.00015993723025024899,0.00015993723025024899,-0.00015993723025024899
Creating Jira ticket,Building Java classes,0.00017481929457919453,0.00017481929457919453,0.00017481929457919453
Creating git tag,Building Java classes,0.004196317198487037,0.004196317198487037,0.004133828765134547
Creating version header,Building Java classes,0.004426523854585734,0.004426523854585734,0.004426523854585734
Decrypting configuration files,Building Java classes,0.003916208103609298,0.003916208103609298,0.003916208103609298
Dependency chain resolved,Building Java classes,-0.0020853981681503413,0.0020853981681503413,-0.0020853981681503413
Deploying Helm charts,Building Java classes,-0.0033141331954682786,0.0033141331954682786,-0.0016590635722900176
Deploying to production,Building Java classes,-5.2546944385953826e-05,5.2546944385953826e-05,-5.2546944385953826e-05
